source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,1,1,1,1,,PDF page 1; detected table 1; row 1; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,8,10,N,PDF page 10; detected table 1; row 8; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,1,36,PDF page 10; detected table 1; row 9; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,2,SUPAUL,PDF page 10; detected table 1; row 9; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,3,9,PDF page 10; detected table 1; row 9; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,4,6.8,PDF page 10; detected table 1; row 9; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,5,32%,PDF page 10; detected table 1; row 9; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,6,E,PDF page 10; detected table 1; row 9; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,7,654.5,PDF page 10; detected table 1; row 9; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,8,891.3,PDF page 10; detected table 1; row 9; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,9,-27%,PDF page 10; detected table 1; row 9; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,9,10,D,PDF page 10; detected table 1; row 9; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,1,37,PDF page 10; detected table 1; row 10; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,2,VAISHALI,PDF page 10; detected table 1; row 10; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,3,1.3,PDF page 10; detected table 1; row 10; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,4,10.2,PDF page 10; detected table 1; row 10; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,5,-87%,PDF page 10; detected table 1; row 10; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,6,LD,PDF page 10; detected table 1; row 10; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,7,430.3,PDF page 10; detected table 1; row 10; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,8,741.1,PDF page 10; detected table 1; row 10; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,9,-42%,PDF page 10; detected table 1; row 10; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,10,10,D,PDF page 10; detected table 1; row 10; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,1,38,PDF page 10; detected table 1; row 11; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,2,WEST CHAMPARAN,PDF page 10; detected table 1; row 11; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,3,11.6,PDF page 10; detected table 1; row 11; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,4,7.2,PDF page 10; detected table 1; row 11; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,5,61%,PDF page 10; detected table 1; row 11; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,6,LE,PDF page 10; detected table 1; row 11; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,7,631,PDF page 10; detected table 1; row 11; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,8,1038.2,PDF page 10; detected table 1; row 11; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,9,-39%,PDF page 10; detected table 1; row 11; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,11,10,D,PDF page 10; detected table 1; row 11; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,1,,PDF page 10; detected table 1; row 12; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,2,UTTAR PRADESH,PDF page 10; detected table 1; row 12; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,3,7.9,PDF page 10; detected table 1; row 12; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,4,6.7,PDF page 10; detected table 1; row 12; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,5,18%,PDF page 10; detected table 1; row 12; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,6,N,PDF page 10; detected table 1; row 12; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,7,621.4,PDF page 10; detected table 1; row 12; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,8,626.4,PDF page 10; detected table 1; row 12; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,9,-1%,PDF page 10; detected table 1; row 12; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,12,10,N,PDF page 10; detected table 1; row 12; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,1,,PDF page 10; detected table 1; row 13; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,2,WEST UTTAR PRADESH,PDF page 10; detected table 1; row 13; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,3,13.1,PDF page 10; detected table 1; row 13; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,4,6.9,PDF page 10; detected table 1; row 13; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,5,90%,PDF page 10; detected table 1; row 13; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,6,LE,PDF page 10; detected table 1; row 13; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,7,615.6,PDF page 10; detected table 1; row 13; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,8,577.7,PDF page 10; detected table 1; row 13; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,9,7%,PDF page 10; detected table 1; row 13; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,13,10,N,PDF page 10; detected table 1; row 13; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,1,1,PDF page 10; detected table 1; row 14; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,2,AGRA,PDF page 10; detected table 1; row 14; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,3,33.3,PDF page 10; detected table 1; row 14; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,4,5.1,PDF page 10; detected table 1; row 14; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,5,553%,PDF page 10; detected table 1; row 14; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,6,LE,PDF page 10; detected table 1; row 14; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,7,472,PDF page 10; detected table 1; row 14; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,8,459.3,PDF page 10; detected table 1; row 14; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,9,3%,PDF page 10; detected table 1; row 14; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,14,10,N,PDF page 10; detected table 1; row 14; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,1,2,PDF page 10; detected table 1; row 15; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,2,ALIGARH,PDF page 10; detected table 1; row 15; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,3,6.1,PDF page 10; detected table 1; row 15; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,4,5.5,PDF page 10; detected table 1; row 15; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,5,11%,PDF page 10; detected table 1; row 15; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,6,N,PDF page 10; detected table 1; row 15; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,7,294.8,PDF page 10; detected table 1; row 15; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,8,511.2,PDF page 10; detected table 1; row 15; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,9,-42%,PDF page 10; detected table 1; row 15; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,15,10,D,PDF page 10; detected table 1; row 15; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,1,3,PDF page 10; detected table 1; row 16; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,2,AMROHA,PDF page 10; detected table 1; row 16; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,3,28.3,PDF page 10; detected table 1; row 16; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,4,5.1,PDF page 10; detected table 1; row 16; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,5,456%,PDF page 10; detected table 1; row 16; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,6,LE,PDF page 10; detected table 1; row 16; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,7,485.9,PDF page 10; detected table 1; row 16; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,8,712.8,PDF page 10; detected table 1; row 16; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,9,-32%,PDF page 10; detected table 1; row 16; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,16,10,D,PDF page 10; detected table 1; row 16; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,1,4,PDF page 10; detected table 1; row 17; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,2,AURAIYA,PDF page 10; detected table 1; row 17; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,3,0,PDF page 10; detected table 1; row 17; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,4,8.5,PDF page 10; detected table 1; row 17; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,5,-100%,PDF page 10; detected table 1; row 17; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,6,NR,PDF page 10; detected table 1; row 17; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,7,503.9,PDF page 10; detected table 1; row 17; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,8,439.3,PDF page 10; detected table 1; row 17; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,9,15%,PDF page 10; detected table 1; row 17; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,17,10,N,PDF page 10; detected table 1; row 17; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,1,5,PDF page 10; detected table 1; row 18; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,2,BADAUN,PDF page 10; detected table 1; row 18; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,3,11,PDF page 10; detected table 1; row 18; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,4,7.8,PDF page 10; detected table 1; row 18; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,5,41%,PDF page 10; detected table 1; row 18; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,6,E,PDF page 10; detected table 1; row 18; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,7,584.8,PDF page 10; detected table 1; row 18; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,8,576.7,PDF page 10; detected table 1; row 18; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,9,1%,PDF page 10; detected table 1; row 18; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,18,10,N,PDF page 10; detected table 1; row 18; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,1,6,PDF page 10; detected table 1; row 19; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,2,BAGHPAT,PDF page 10; detected table 1; row 19; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,3,5.7,PDF page 10; detected table 1; row 19; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,4,6.2,PDF page 10; detected table 1; row 19; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,5,-9%,PDF page 10; detected table 1; row 19; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,6,N,PDF page 10; detected table 1; row 19; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,7,453.7,PDF page 10; detected table 1; row 19; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,8,434,PDF page 10; detected table 1; row 19; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,9,5%,PDF page 10; detected table 1; row 19; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,19,10,N,PDF page 10; detected table 1; row 19; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,1,7,PDF page 10; detected table 1; row 20; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,2,BAREILLY,PDF page 10; detected table 1; row 20; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,3,18.6,PDF page 10; detected table 1; row 20; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,4,6.6,PDF page 10; detected table 1; row 20; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,5,181%,PDF page 10; detected table 1; row 20; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,6,LE,PDF page 10; detected table 1; row 20; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,7,659.9,PDF page 10; detected table 1; row 20; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,8,676.2,PDF page 10; detected table 1; row 20; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,9,-2%,PDF page 10; detected table 1; row 20; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,20,10,N,PDF page 10; detected table 1; row 20; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,1,8,PDF page 10; detected table 1; row 21; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,2,BIJNOR,PDF page 10; detected table 1; row 21; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,3,10.9,PDF page 10; detected table 1; row 21; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,4,8.1,PDF page 10; detected table 1; row 21; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,5,35%,PDF page 10; detected table 1; row 21; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,6,E,PDF page 10; detected table 1; row 21; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,7,950.5,PDF page 10; detected table 1; row 21; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,8,778.7,PDF page 10; detected table 1; row 21; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,9,22%,PDF page 10; detected table 1; row 21; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,21,10,E,PDF page 10; detected table 1; row 21; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,1,9,PDF page 10; detected table 1; row 22; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,2,BULANDSHAHAR,PDF page 10; detected table 1; row 22; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,3,3.6,PDF page 10; detected table 1; row 22; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,4,3.5,PDF page 10; detected table 1; row 22; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,5,2%,PDF page 10; detected table 1; row 22; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,6,N,PDF page 10; detected table 1; row 22; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,7,425.9,PDF page 10; detected table 1; row 22; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,8,458.7,PDF page 10; detected table 1; row 22; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,9,-7%,PDF page 10; detected table 1; row 22; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,22,10,N,PDF page 10; detected table 1; row 22; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,1,10,PDF page 10; detected table 1; row 23; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,2,ETAH,PDF page 10; detected table 1; row 23; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,3,41.7,PDF page 10; detected table 1; row 23; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,4,5.2,PDF page 10; detected table 1; row 23; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,5,701%,PDF page 10; detected table 1; row 23; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,6,LE,PDF page 10; detected table 1; row 23; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,7,621.8,PDF page 10; detected table 1; row 23; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,8,430,PDF page 10; detected table 1; row 23; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,9,45%,PDF page 10; detected table 1; row 23; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,23,10,E,PDF page 10; detected table 1; row 23; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,1,11,PDF page 10; detected table 1; row 24; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,2,ETAWAH,PDF page 10; detected table 1; row 24; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,3,1,PDF page 10; detected table 1; row 24; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,4,5.3,PDF page 10; detected table 1; row 24; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,5,-81%,PDF page 10; detected table 1; row 24; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,6,LD,PDF page 10; detected table 1; row 24; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,7,576.9,PDF page 10; detected table 1; row 24; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,8,479.2,PDF page 10; detected table 1; row 24; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,9,20%,PDF page 10; detected table 1; row 24; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,24,10,E,PDF page 10; detected table 1; row 24; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,1,12,PDF page 10; detected table 1; row 25; column 1,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,2,FIROZABAD,PDF page 10; detected table 1; row 25; column 2,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,3,21.1,PDF page 10; detected table 1; row 25; column 3,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,4,5.3,PDF page 10; detected table 1; row 25; column 4,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,5,297%,PDF page 10; detected table 1; row 25; column 5,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,6,LE,PDF page 10; detected table 1; row 25; column 6,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,7,643.6,PDF page 10; detected table 1; row 25; column 7,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,8,490.9,PDF page 10; detected table 1; row 25; column 8,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,9,31%,PDF page 10; detected table 1; row 25; column 9,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,25,10,E,PDF page 10; detected table 1; row 25; column 10,review_required
S037,819aabe522da9ac6253512517c03d0feae10f23e7d2b699f723a7841c1c7feb2,10,1,26,1,13,PDF page 10; detected table 1; row 26; column 1,review_required
